0,0.164595,0.324699,0.475947,0.614213,0.735724,0.837166,0.915773,0.9694,0.996584,0.996584,0.9694,0.915773,0.837166,0.735724,0.614213,0.475947,0.324699,0.164595,0
0,0.162818,0.321195,0.47081,0.607583,0.727783,0.828131,0.905889,0.958937,0.985828,0.985828,0.958937,0.905889,0.828131,0.727783,0.607583,0.47081,0.321195,0.162818,0
0,0.161061,0.317728,0.465729,0.601026,0.719928,0.819193,0.896112,0.948587,0.975188,0.975188,0.948587,0.896112,0.819193,0.719928,0.601026,0.465729,0.317728,0.161061,0
0,0.159322,0.314299,0.460702,0.594539,0.712158,0.810351,0.88644,0.938349,0.964663,0.964663,0.938349,0.88644,0.810351,0.712158,0.594539,0.460702,0.314299,0.159322,0
0,0.157603,0.310907,0.45573,0.588122,0.704471,0.801605,0.876872,0.928221,0.954251,0.954251,0.928221,0.876872,0.801605,0.704471,0.588122,0.45573,0.310907,0.157603,0
0,0.155902,0.307551,0.450811,0.581774,0.696868,0.792953,0.867408,0.918203,0.943951,0.943951,0.918203,0.867408,0.792953,0.696868,0.581774,0.450811,0.307551,0.155902,0
0,0.154219,0.304231,0.445945,0.575495,0.689346,0.784394,0.858046,0.908292,0.933763,0.933763,0.908292,0.858046,0.784394,0.689346,0.575495,0.445945,0.304231,0.154219,0
0,0.152555,0.300948,0.441132,0.569283,0.681906,0.775928,0.848785,0.898489,0.923685,0.923685,0.898489,0.848785,0.775928,0.681906,0.569283,0.441132,0.300948,0.152555,0
0,0.150908,0.2977,0.436371,0.563139,0.674546,0.767553,0.839624,0.888792,0.913715,0.913715,0.888792,0.839624,0.767553,0.674546,0.563139,0.436371,0.2977,0.150908,0
0,0.149279,0.294487,0.431661,0.557061,0.667266,0.759269,0.830562,0.879199,0.903853,0.903853,0.879199,0.830562,0.759269,0.667266,0.557061,0.431661,0.294487,0.149279,0
0,0.147668,0.291308,0.427002,0.551048,0.660064,0.751074,0.821597,0.869709,0.894098,0.894098,0.869709,0.821597,0.751074,0.660064,0.551048,0.427002,0.291308,0.147668,0
0,0.146074,0.288164,0.422393,0.545101,0.652939,0.742968,0.81273,0.860322,0.884448,0.884448,0.860322,0.81273,0.742968,0.652939,0.545101,0.422393,0.288164,0.146074,0
0,0.144498,0.285054,0.417834,0.539217,0.645892,0.734949,0.803958,0.851037,0.874902,0.874902,0.851037,0.803958,0.734949,0.645892,0.539217,0.417834,0.285054,0.144498,0
0,0.142938,0.281977,0.413325,0.533398,0.638921,0.727016,0.79528,0.841851,0.865459,0.865459,0.841851,0.79528,0.727016,0.638921,0.533398,0.413325,0.281977,0.142938,0
0,0.141395,0.278934,0.408863,0.527641,0.632025,0.719169,0.786697,0.832765,0.856118,0.856118,0.832765,0.786697,0.719169,0.632025,0.527641,0.408863,0.278934,0.141395,0
0,0.139869,0.275923,0.404451,0.521946,0.625203,0.711407,0.778206,0.823777,0.846877,0.846877,0.823777,0.778206,0.711407,0.625203,0.521946,0.404451,0.275923,0.139869,0
