0,0.156434,0.309017,0.45399,0.587785,0.707107,0.809017,0.891007,0.951057,0.987688,1,0.987688,0.951057,0.891007,0.809017,0.707107,0.587785,0.45399,0.309017,0
0,0.154894,0.305973,0.449519,0.581996,0.700142,0.801049,0.882231,0.941689,0.97796,0.990151,0.97796,0.941689,0.882231,0.801049,0.700142,0.581996,0.449519,0.2434,0
0,0.153368,0.30296,0.445092,0.576264,0.693246,0.793159,0.873541,0.932414,0.968328,0.980398,0.968328,0.932414,0.873541,0.793159,0.693246,0.576264,0.420062,0.228488,0
0,0.151858,0.299976,0.440708,0.570588,0.686418,0.785347,0.864938,0.923231,0.958791,0.970742,0.958791,0.923231,0.864938,0.785347,0.686418,0.560576,0.405913,0.213722,0
0,0.150362,0.297021,0.436367,0.564968,0.679658,0.777612,0.856418,0.914137,0.949347,0.961181,0.949347,0.914137,0.856418,0.777612,0.675653,0.549048,0.390902,0.20511,0
0,0.148881,0.294096,0.432069,0.559403,0.672963,0.769953,0.847983,0.905134,0.939997,0.951714,0.939997,0.905134,0.847983,0.768351,0.665794,0.536431,0.379843,0.197383,0
0,0.147414,0.291199,0.427814,0.553894,0.666335,0.762369,0.839631,0.896219,0.930738,0.94234,0.930738,0.896219,0.838991,0.759181,0.655072,0.525541,0.369494,0.191414,0
0,0.145963,0.288331,0.4236,0.548438,0.659772,0.75486,0.831361,0.887392,0.921571,0.933059,0.921571,0.887135,0.829958,0.749461,0.644903,0.514935,0.360681,0.186081,0
0,0.144525,0.285491,0.419428,0.543036,0.653274,0.747426,0.823173,0.878651,0.912494,0.923869,0.912392,0.878039,0.82063,0.739837,0.634739,0.505221,0.352542,0.181488,0
0,0.143101,0.282679,0.415297,0.537688,0.64684,0.740064,0.815065,0.869997,0.903507,0.914728,0.903241,0.868817,0.811276,0.730115,0.624971,0.495957,0.345192,0.177315,0
0,0.141692,0.279895,0.411206,0.532392,0.640469,0.732775,0.807038,0.861428,0.894592,0.905645,0.894066,0.85957,0.801828,0.720522,0.615423,0.487257,0.338347,0.17354,0
0,0.140296,0.277138,0.407156,0.527148,0.63416,0.725557,0.799089,0.852937,0.885748,0.896592,0.884899,0.850272,0.792403,0.711005,0.606196,0.478959,0.331988,0.170047,0
0,0.138915,0.274409,0.403146,0.521956,0.627914,0.718411,0.791216,0.844522,0.876961,0.887577,0.875725,0.840975,0.782991,0.70164,0.597225,0.471065,0.326,0.166805,0
0,0.137546,0.271706,0.399175,0.516815,0.62173,0.711334,0.783416,0.836175,0.868232,0.87859,0.866566,0.831682,0.773644,0.692414,0.588527,0.463503,0.320348,0.163761,0
0,0.136192,0.26903,0.395244,0.511725,0.615606,0.704325,0.775687,0.827894,0.859553,0.869637,0.857422,0.822421,0.764367,0.683352,0.580072,0.456251,0.314975,0.160891,0
0,0.13485,0.26638,0.391351,0.506685,0.609541,0.697382,0.768025,0.819675,0.850923,0.860717,0.848307,0.8132,0.755182,0.674446,0.571855,0.449269,0.309852,0.158168,0
0,0.133522,0.263756,0.387496,0.501694,0.603535,0.690503,0.760428,0.811514,0.842341,0.851836,0.839228,0.804036,0.746095,0.665704,0.563857,0.442537,0.304945,0.155574,0
0,0.132207,0.261159,0.383679,0.496751,0.597586,0.683686,0.752893,0.803411,0.833808,0.842995,0.830194,0.794936,0.737115,0.657122,0.556068,0.436028,0.300234,0.153093,0
0,0.130905,0.258586,0.3799,0.491856,0.591692,0.676928,0.745417,0.795362,0.825324,0.8342,0.821211,0.785911,0.728246,0.648697,0.548474,0.429726,0.295695,0.150712,0
0,0.129615,0.256039,0.376157,0.487008,0.585852,0.670229,0.738,0.787369,0.81689,0.825454,0.812287,0.776965,0.719493,0.640427,0.541064,0.423613,0.291314,0.148421,0
0,0.128339,0.253517,0.37245,0.482205,0.580065,0.663587,0.730639,0.77943,0.808507,0.816761,0.803425,0.768105,0.710856,0.632308,0.533829,0.417674,0.287076,0.14621,0
0,0.127074,0.251019,0.368779,0.477447,0.57433,0.656999,0.723334,0.771544,0.800178,0.808125,0.794632,0.759333,0.702336,0.624335,0.526759,0.411897,0.282969,0.144072,0
0,0.125822,0.248545,0.365142,0.472733,0.568645,0.650466,0.716084,0.763714,0.791903,0.799549,0.78591,0.750654,0.693935,0.616505,0.519845,0.40627,0.278981,0.142002,0
0,0.124583,0.246095,0.36154,0.468061,0.563008,0.643985,0.708889,0.755938,0.783686,0.791035,0.777263,0.742069,0.68565,0.608813,0.513079,0.400785,0.275105,0.139993,0
0,0.123354,0.243668,0.35797,0.463431,0.55742,0.637556,0.701747,0.748217,0.775526,0.782586,0.768694,0.733579,0.677483,0.601254,0.506455,0.395431,0.271332,0.138041,0
0,0.122138,0.241264,0.354434,0.458842,0.551879,0.631178,0.694659,0.740553,0.767427,0.774205,0.760205,0.725186,0.66943,0.593826,0.499965,0.390201,0.267655,0.136141,0
0,0.120933,0.238881,0.350929,0.454294,0.546384,0.624851,0.687624,0.732945,0.759389,0.765894,0.751798,0.716891,0.661491,0.586523,0.493604,0.385088,0.264068,0.13429,0
0,0.119739,0.236521,0.347456,0.449784,0.540934,0.618573,0.680643,0.725394,0.751413,0.757653,0.743474,0.708694,0.653664,0.579342,0.487365,0.380086,0.260565,0.132485,0
